id,en,fr,es
passport.sgMovConstant,Constantly moving,Bouge constamment,
passport.sgMovBalance,Poor balance,Équilibre faible,
passport.sgBodyBumps,Bumps into things / clumsy,Se cogne aux objets / maladroit,
passport.sgBodyPosition,Unaware of body position,Peu conscient de la position de son corps,
passport.sgBodyForce,Uses too much/little force,Utilise trop ou trop peu de force,
passport.sgBodyCrashing,Seeks crashing / rough play,Recherche les chocs / le jeu brusque,
passport.soTemp,Insensitive to temperature,Insensible à la température,
passport.soPain,High pain tolerance,Tolérance élevée à la douleur,
passport.soTransitions,Strong difficulty with transitions,Grande difficulté avec les transitions,
passport.s7Title,Daily Living & Motor,Quotidien et motricité,
passport.s7Sub,Independence in daily tasks and physical development — key information for OT assessments and school planning.,Autonomie dans les tâches quotidiennes et développement physique — des renseignements clés pour les évaluations en ergothérapie et la planification scolaire.,
passport.dlEating,Independent eating,Mange de façon autonome,
passport.dlDressing,Independent dressing,S'habille de façon autonome,
passport.dlToileting,Toilet training status,État de l'apprentissage de la propreté,
passport.dlSleep,Sleep quality,Qualité du sommeil,
passport.dlSafety,Safety awareness,Conscience de la sécurité,
passport.dlMultiStep,Follows multi-step instructions,Suit des consignes en plusieurs étapes,
passport.dlGroup,Participates in group activities,Participe aux activités de groupe,
passport.dlFeeding,Eating / feeding difficulties,Difficultés alimentaires,
passport.optIndependent,Independent,Autonome,
passport.optWithSupport,With support,Avec soutien,
passport.optNotYet,Not yet,Pas encore,
passport.optFullyTrained,Fully trained,Pleinement acquis,
passport.optInProgress,In progress,En cours,
passport.optNotStarted,Not started,Pas commencé,
passport.optNotApplicable,Not applicable,Non applicable,
passport.optGood,Good,Bon,
passport.optVariable,Variable,Variable,
passport.optPoor,Poor,Faible,
passport.optStrong,Strong,Forte,
passport.optDeveloping,Developing,En développement,
passport.optLimited,Limited,Limitée,
passport.s7Dietary,Dietary restrictions,Restrictions alimentaires,
passport.s7DietaryPh,"e.g. gluten-free, no nuts","ex. sans gluten, sans noix",
passport.s7MotorTitle,Motor & physical,Motricité et physique,
passport.s7GrossMotor,Gross motor (select any that apply now),Motricité globale (cochez ce qui s'applique maintenant),
passport.mgTiptoes,Walks on tiptoes,Marche sur la pointe des pieds,
passport.mgClumsy,Clumsy / bumps into things,Maladroit / se cogne aux objets,
passport.mgBalance,Poor balance,Équilibre faible,
passport.mgTone,Low muscle tone,Faible tonus musculaire,
passport.mgStairs,Difficulty with stairs,Difficulté dans les escaliers,
passport.mgRunJump,Difficulty running or jumping,Difficulté à courir ou sauter,
passport.mgDelayed,Delayed gross-motor milestones,Retard des étapes de motricité globale,
passport.s7FineMotor,Fine motor (select any that apply now),Motricité fine (cochez ce qui s'applique maintenant),
passport.mfHandwriting,Difficulty with handwriting / drawing,Difficulté à écrire / dessiner,
passport.mfUtensils,Difficulty using utensils,Difficulté à utiliser les ustensiles,
passport.mfButtons,Difficulty with buttons / zippers,Difficulté avec les boutons / fermetures éclair,
passport.mfScissors,Difficulty using scissors,Difficulté à utiliser les ciseaux,
passport.mfGrip,Weak or awkward pencil grip,Prise du crayon faible ou maladroite,
passport.s7MotorNotes,"Motor / physical notes (past or current — e.g. ""had physio for low tone age 2–3"")",Notes motrices / physiques (passées ou actuelles — ex. « physio pour faible tonus vers 2–3 ans »),
passport.s7AttentionTitle,Attention & independence,Attention et autonomie,
passport.s8Title,Health & Medical,Santé et médical,
passport.s8Sub,"Medical background, medications, and relevant health history — useful for any clinical referral or school health plan.","Antécédents médicaux, médicaments et historique de santé pertinent — utiles pour toute référence clinique ou plan de santé scolaire.",
passport.s8Pediatrician,Pediatrician / GP,Pédiatre / omnipraticien,
passport.s8NamePh,Name,Nom,
passport.s8Specialists,Other specialists following your child,Autres spécialistes qui suivent votre enfant,
passport.s8SpecialistsPh,e.g. neurologist,ex. neurologue,
passport.s8Handedness,Dominant hand,Main dominante,
passport.handRight,Right,Droite,
passport.handLeft,Left,Gauche,
passport.handBoth,Both,Les deux,
passport.s8AllergyFood,Food allergies,Allergies alimentaires,
passport.s8AllergyEnv,Environmental allergies,Allergies environnementales,
passport.s8AllergyOther,Other allergies,Autres allergies,
passport.s8AllergyTreatment,Allergy reactions & treatment (e.g. EpiPen),Réactions allergiques et traitement (ex. EpiPen),
passport.s8MedicalConditions,Medical conditions / chronic illnesses,Problèmes de santé / maladies chroniques,
passport.s8MedicalCondPh,"e.g. asthma, recurrent ear infections","ex. asthme, otites à répétition",
passport.s8Medications,"Current medications (name, dose, frequency, purpose)","Médicaments actuels (nom, dose, fréquence, but)",
passport.s8MedsPh,One per line,Un par ligne,
passport.s8PastMeds,Past medications (and why stopped),Anciens médicaments (et raison de l'arrêt),
passport.s8Surgeries,Surgeries / hospitalizations,Chirurgies / hospitalisations,
passport.s8EyeExam,Has your child had an eye exam?,Votre enfant a-t-il passé un examen de la vue?,
passport.s8LastEyePh,Date of last exam (e.g. June 2024),Date du dernier examen (ex. juin 2024),
passport.s8WearsGlasses,Wears glasses,Porte des lunettes,
passport.s8NoGlasses,No glasses,Pas de lunettes,
passport.s8FindingsPh,Any findings or concerns (optional),Constats ou préoccupations (facultatif),
passport.s8HearingTest,Has your child had a hearing test?,Votre enfant a-t-il passé un test auditif?,
passport.s8LastHearingPh,Date of last test (e.g. 2023),Date du dernier test (ex. 2023),
passport.s8EarInfections,Recurrent ear infections / PE tubes,Otites à répétition / tubes transtympaniques,
passport.s9Title,Behaviour & Social,Comportement et social,
passport.s9Sub,"Behavioural patterns, social engagement, and frequency of specific challenges. Also includes developmental questions for the profile wheel.","Habitudes comportementales, engagement social et fréquence de défis précis. Comprend aussi des questions de développement pour la roue du profil.",
passport.s9FreqHeader,"How often does each happen? (leave at ""—"" if it doesn't apply)",À quelle fréquence chacun survient-il? (laissez à « — » si ça ne s'applique pas),
passport.behMeltdowns,Meltdowns,Crises,
passport.behAggression,Aggression toward others,Agressivité envers les autres,
passport.behSelfInjury,Self-injury,Automutilation,
passport.behElopement,Elopement / flight risk,Fugue / risque de fuite,
passport.behAnxiety,Anxiety,Anxiété,
passport.behRigidity,Rigidity / difficulty with change,Rigidité / difficulté au changement,
passport.behEmotional,Difficulty regulating emotions,Difficulté à réguler les émotions,
passport.behRepetitive,Repetitive behaviours,Comportements répétitifs,
passport.behDefiance,Defiance / non-compliance,Opposition / non-coopération,
passport.behHyperactivity,Hyperactivity / impulsivity,Hyperactivité / impulsivité,
passport.freqRarely,Rarely,Rarement,
passport.freqSometimes,Sometimes,Parfois,
passport.freqOften,Often,Souvent,
passport.freqDaily,Daily,Quotidiennement,
passport.s9Triggers,Triggers,Déclencheurs,
passport.s9TriggersPh,What tends to set things off?,Qu'est-ce qui déclenche les choses?,
passport.s9Strategies,Strategies tried (what worked / didn't),Stratégies essayées (ce qui a marché / non),
passport.s9StrategiesPh,"What helps, what doesn't","Ce qui aide, ce qui n'aide pas",
passport.s9PeersInterest,Shows interest in peers,Montre de l'intérêt pour les pairs,
passport.s9PeersInteract,Interacts with peers,Interagit avec les pairs,
passport.s9FollowsInstr,Follows familiar instructions,Suit les consignes familières,
passport.s9Suspended,Ever expelled or suspended from school?,Déjà expulsé ou suspendu de l'école?,
passport.s9SuspendedPh,"If yes, briefly explain","Si oui, expliquez brièvement",
passport.s9SocialTitle,Social connection,Connexion sociale,
passport.s9FlexTitle,Flexibility & transitions,Flexibilité et transitions,
passport.s9EmoTitle,Emotional regulation,Régulation émotionnelle,
passport.s10Title,Strengths & Interests,Forces et intérêts,
passport.s10Sub,What your child excels at and loves — used by therapists to build motivation and engagement in sessions.,Ce en quoi votre enfant excelle et ce qu'il aime — utilisé par les thérapeutes pour créer motivation et engagement en séance.,
passport.s10Sub2,This helps providers connect with your child — and ABA teams use favourite things as motivators.,Ceci aide les professionnels à créer un lien avec votre enfant — et les équipes d'ACA utilisent ses préférés comme motivateurs.,
passport.s10Strengths,Strengths,Forces,
passport.s10StrengthsPh,"e.g. strong memory, visual learner, kind","ex. bonne mémoire, apprend par le visuel, gentil",
passport.s10Interests,Interests & favourite things,Intérêts et objets favoris,
passport.s10InterestsPh,"e.g. trains, music, building blocks, bubbles","ex. trains, musique, blocs, bulles",
passport.s10Dislikes,Dislikes / things that upset them,Aversions / ce qui le contrarie,
passport.s10DislikesPh,"e.g. loud noises, being rushed","ex. bruits forts, être bousculé",
passport.s10LearningTitle,Learning & play,Apprentissage et jeu,
passport.s11Title,Education Profile,Profil scolaire,
passport.s11Sub,"School context, supports in place, and academic strengths and challenges. Essential for school-based referrals and transitions.","Contexte scolaire, soutiens en place, forces et défis scolaires. Essentiel pour les références et les transitions en milieu scolaire.",
passport.s11SchoolName,School / daycare name,Nom de l'école / garderie,
passport.s11SchoolType,School type,Type d'école,
passport.stMainstream,Mainstream,Ordinaire,
passport.stSpecialized,Specialized,Spécialisée,
passport.stHomeschool,Homeschool,École à la maison,
passport.stDaycare,Daycare / preschool,Garderie / préscolaire,
passport.stNotYet,Not in school yet,Pas encore scolarisé,
passport.s11Grade,Grade / year,Niveau / année,
passport.s11GradePh,e.g. Grade 2,ex. 2e année,
passport.s11SchoolBoard,School board (if applicable),Commission / centre de services scolaire (le cas échéant),
passport.s11HasIEP,Has an IEP / intervention plan,A un plan d'intervention,
passport.s11ClassroomSupport,Level of classroom support,Niveau de soutien en classe,
passport.csPartTime,Part-time aide,Aide à temps partiel,
passport.csFullTime,Full-time aide,Aide à temps plein,
passport.s11Agency,Support provided through an agency?,Soutien fourni par un organisme?,
passport.s11AgencyPh,"Agency name, type of support, frequency","Nom de l'organisme, type de soutien, fréquence",
passport.s11Concerns,Academic concerns,Préoccupations scolaires,
passport.s11ConcernsPh,What's hard at school?,Qu'est-ce qui est difficile à l'école?,
passport.s11Strengths,School strengths,Forces à l'école,
passport.s11StrengthsPh,What's going well?,Qu'est-ce qui va bien?,
passport.s11Transition,Upcoming school transition,Transition scolaire à venir,
passport.s11TransitionPh,e.g. Starting Grade 3 in Sept,ex. Entrée en 3e année en septembre,
passport.s11FlightRisk,Flight risk at school?,Risque de fuite à l'école?,
passport.s12Title,Therapy & Services,Thérapies et services,
passport.s12Sub,Current and past therapy involvement — helps new providers understand what has been tried and what is ongoing.,Suivis thérapeutiques actuels et passés — aident les nouveaux professionnels à comprendre ce qui a été essayé et ce qui se poursuit.,
passport.s12Sub2,Toggle on any therapy your child currently receives and add the details.,Activez chaque thérapie que votre enfant reçoit actuellement et ajoutez les détails.,
passport.thSpeech,Speech Therapy,Orthophonie,
passport.thOT,Occupational Therapy,Ergothérapie,
passport.thABA,ABA / Behaviour,ACA / Comportement,
passport.thPsychology,Psychology,Psychologie,
passport.thPsychiatry,Psychiatry,Psychiatrie,
passport.thPhysio,Physiotherapy,Physiothérapie,
passport.thSocialSkills,Social Skills Group,Groupe d'habiletés sociales,
passport.thInfantStim,Infant Stimulation,Stimulation précoce,
passport.s12Provider,Provider name,Nom du professionnel,
passport.s12Frequency,Frequency (e.g. weekly),Fréquence (ex. hebdomadaire),
passport.s12ProgressPlaceholder,Progress rating...,Évaluation des progrès...,
passport.prog1,1 · Just started,1 · Vient de commencer,
passport.prog2,2 · Some progress,2 · Quelques progrès,
passport.prog3,3 · Steady progress,3 · Progrès constants,
passport.prog4,4 · Strong progress,4 · Bons progrès,
passport.prog5,5 · Goals nearly met,5 · Objectifs presque atteints,
passport.s12Goals,Current goals,Objectifs actuels,
passport.s12PastServices,"Past services received (type, provider, dates)","Services reçus par le passé (type, professionnel, dates)",
passport.s12OnWaitlist,Currently on a waitlist for any services?,Actuellement sur une liste d'attente pour des services?,
passport.s12WaitlistPh,"If yes, which services / where?","Si oui, quels services / où?",
passport.s13Title,Goals & Focus,Objectifs et priorités,
passport.s13Sub,What matters most to your family right now — guides providers on where to focus their support.,Ce qui compte le plus pour votre famille en ce moment — oriente les professionnels sur où concentrer leur soutien.,
passport.s13MainConcerns,Your main concerns right now,Vos principales préoccupations en ce moment,
passport.s13MainConcernsPh,What's worrying you most at this time?,Qu'est-ce qui vous inquiète le plus en ce moment?,
passport.s13Priorities,Top priorities (select any),Priorités principales (cochez ce qui s'applique),
passport.goalComm,Communication,Communication,
